Predicted complex	Size (# of subunits)	Co-complex membership_UniProtKB AC	Co-complex membership_UniProtKB EntryName	# of matched subunit in public DB	"""Novel"" proteins"	Annotated proteins	Best-matching CORUM complex	Best-matchng REACTOME complex	Best-mathng PINdb complex	Best-matching HPRD complex	Best-mathng Gene Ontology Cell Component complex	Best-matching MEMO complex, Malovannaya et al	Best-matching FLY complex (orthology), Guruharsha et al.	Best-matching YEAST complex (orthology), Babu el al.,	Taxonomic group
C_601	12	O75575,Q9Y535,P05423,Q9BUI4,Q9NW08,O14802,Q9Y2S0,O15160,P52434,P19388,Q9H9Y6,O95602	RPC9_HUMAN,RPC8_HUMAN,RPC4_HUMAN,RPC3_HUMAN,RPC2_HUMAN,RPC1_HUMAN,RPAC2_HUMAN,RPAC1_HUMAN,RPAB3_HUMAN,RPAB1_HUMAN,RPA2_HUMAN,RPA1_HUMAN	11	O75575,	O14802,O15160,O95602,P05423,P19388,P52434,Q9BUI4,Q9H9Y6,Q9NW08,Q9Y2S0,Q9Y535,	CORUM_5233::TNF-alpha/NF-kappa B signaling complex 5 (5.16e-04)	REACT_4039~RNA Polymerase I Holoenzyme [nucleoplasm] (1.74e-08)	-	HPRD_2301::in vivo (1.13e-03)	GO:0005666|DNA-directed RNA polymerase III complex (1.12e-02)	AM001317 (5.36e-09)	F_265 (3.65E-07)	Y_5 (3.14E-26)	Plants &Protists
C_602	13	P20226,Q9HBM6,Q16594,Q15545,P49848,Q15542,O00268,Q5VWG9,Q6P1X5,Q8IZX4,Q15543,Q12962,P21675	TBP_HUMAN,TAF9B_HUMAN,TAF9_HUMAN,TAF7_HUMAN,TAF6_HUMAN,TAF5_HUMAN,TAF4_HUMAN,TAF3_HUMAN,TAF2_HUMAN,TAF1L_HUMAN,TAF13_HUMAN,TAF10_HUMAN,TAF1_HUMAN	12	Q8IZX4,	O00268,P20226,P21675,P49848,Q12962,Q15542,Q15543,Q15545,Q16594,Q5VWG9,Q6P1X5,Q9HBM6,	CORUM_492::DA complex (6.78e-20)	REACT_5906~pol II promoter:TFIID complex [nucleoplasm] (5.89e-13)	PINdb_251::TAF4-TFIID Complex- transcription (3.86e-16)	HPRD_2329::in vivo (2.56e-10)	GO:0005669|transcription factor TFIID complex (1.23e-18)	AM000232 (1.72e-15)	-	Y_9 (4.15E-14)	vertebrates
C_603	13	O75251,P28331,O96000,Q9Y6M9,O43674,Q9UI09,P40926,P48047,P36542,P30049,P06576,P25705,P24539	NDUS7_HUMAN,NDUS1_HUMAN,NDUBA_HUMAN,NDUB9_HUMAN,NDUB5_HUMAN,NDUAC_HUMAN,MDHM_HUMAN,ATPO_HUMAN,ATPG_HUMAN,ATPD_HUMAN,ATPB_HUMAN,ATPA_HUMAN,AT5F1_HUMAN	12	P40926,	O43674,O75251,O96000,P06576,P24539,P25705,P28331,P30049,P36542,P48047,Q9UI09,Q9Y6M9,	CORUM_563::F1F0-ATP synthase (EC 3.6.3.14), mitochondrial (6.88e-08)	REACT_4862~ATPase complex [mitochondrial inner membrane] (1.75e-07)	-	-	GO:0005753|mitochondrial proton-transporting ATP synthase complex (3.34e-06)	PM002878 (1.40e-03)	F_25 (2.90E-07)	Y_39 (1.66E-08)	multicellularity
C_604	14	P63000,Q96C90,O15212,Q9UHV9,O60925,Q9BPZ3,Q9H074,Q13310,Q96G74,Q9Y5Y2,Q8WXI7,P12532,O95373,P78318	RAC1_HUMAN,PP14B_HUMAN,PFD6_HUMAN,PFD2_HUMAN,PFD1_HUMAN,PAIP2_HUMAN,PAIP1_HUMAN,PABP4_HUMAN,OTUD5_HUMAN,NUBP2_HUMAN,MUC16_HUMAN,KCRU_HUMAN,IPO7_HUMAN,IGBP1_HUMAN	3	O95373,P12532,P63000,P78318,Q13310,Q8WXI7,Q96C90,Q96G74,Q9BPZ3,Q9H074,Q9Y5Y2,	O15212,O60925,Q9UHV9,	CORUM_145::CCT:PFD complex (2.11e-04)	REACT_17255~Prefoldin [cytosol] (3.76e-04)	-	HPRD_37::in vitro (6.72e-04)	-	AM000210 (3.51e-02)	F_42 (6.90E-05)	-	vertebrates
C_605	14	Q9NP81,Q9NSE4,O95758,Q13405,P11498,Q969G5,Q9UMR5,P41219,Q9UMX5,P43243,P10253,O43852,P19022,P11586	SYSM_HUMAN,SYIM_HUMAN,ROD1_HUMAN,RM49_HUMAN,PYC_HUMAN,PRDBP_HUMAN,PPT2_HUMAN,PERI_HUMAN,NENF_HUMAN,MATR3_HUMAN,LYAG_HUMAN,CALU_HUMAN,CADH2_HUMAN,C1TC_HUMAN	0	O43852,O95758,P10253,P11498,P11586,P19022,P41219,P43243,Q13405,Q969G5,Q9NP81,Q9NSE4,Q9UMR5,Q9UMX5,	-	-	-	-	-	-	-	-	-	vertebrates
C_606	14	P03915,P03886,P61916,P56181,P19404,P49821,O00217,O75251,O75489,O75306,P28331,O96000,Q16718,P16989	NU5M_HUMAN,NU1M_HUMAN,NPC2_HUMAN,NDUV3_HUMAN,NDUV2_HUMAN,NDUV1_HUMAN,NDUS8_HUMAN,NDUS7_HUMAN,NDUS3_HUMAN,NDUS2_HUMAN,NDUS1_HUMAN,NDUBA_HUMAN,NDUA5_HUMAN,DBPA_HUMAN	12	P16989,P61916,	O00217,O75251,O75306,O75489,O96000,P03886,P03915,P19404,P28331,P49821,P56181,Q16718,	CORUM_178::Respiratory chain complex I (holoenzyme), mitochondrial (7.32e-15)	REACT_6533~Complex I - NADH:Ubiquinone oxidoreductase [mitochondrial inner membrane] (1.28e-13)	-	HPRD_568::in vivo (1.11e-04)	GO:0005747|mitochondrial respiratory chain complex I (2.19e-12)	-	F_82 (4.51E-05)	-	Fungi
C_607	15	P51991,P22626,P09651,Q13151,P26599,Q8ND56,P14866,P52597,Q14103,Q9BUJ2,P31942,P55795,P31943,O14979,Q09666	ROA3_HUMAN,ROA2_HUMAN,ROA1_HUMAN,ROA0_HUMAN,PTBP1_HUMAN,LS14A_HUMAN,HNRPL_HUMAN,HNRPF_HUMAN,HNRPD_HUMAN,HNRL1_HUMAN,HNRH3_HUMAN,HNRH2_HUMAN,HNRH1_HUMAN,HNRDL_HUMAN,AHNK_HUMAN	12	P31942,Q09666,Q8ND56,	O14979,P09651,P14866,P22626,P26599,P31943,P51991,P52597,P55795,Q13151,Q14103,Q9BUJ2,	CORUM_1288::DCS complex (PTBP1, PTBP2, HNRPH1, HNRPF) (7.43e-05)	REACT_9269~hnRNP proteins [nucleoplasm] (4.60e-14)	-	HPRD_1479::in vitro and in vivo (8.46e-05)	GO:0030530|heterogeneous nuclear ribonucleoprotein complex (3.45e-14)	-	F_107 (8.42E-07)	-	vertebrates
C_608	16	Q9UHR6,Q86VN1,Q96QK1,Q9UBQ0,Q9BRG1,Q4G0F5,O75436,Q00341,Q06418,O95801,Q96FX7,Q9UJA5,O60749,Q92900,Q8TAE6,Q9UKK6	ZNHI2_HUMAN,VPS36_HUMAN,VPS35_HUMAN,VPS29_HUMAN,VPS25_HUMAN,VP26B_HUMAN,VP26A_HUMAN,VIGLN_HUMAN,TYRO3_HUMAN,TTC4_HUMAN,TRM61_HUMAN,TRM6_HUMAN,SNX2_HUMAN,RENT1_HUMAN,PP14C_HUMAN,NXT1_HUMAN	7	O95801,Q00341,Q06418,Q8TAE6,Q92900,Q96FX7,Q9UHR6,Q9UJA5,Q9UKK6,	O60749,O75436,Q4G0F5,Q86VN1,Q96QK1,Q9BRG1,Q9UBQ0,	CORUM_1059::Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A) (1.81e-06)	REACT_27749~ESCRT-II [cytosol] (4.36e-03)	-	HPRD_895::in vitro and in vivo (4.56e-03)	-	AM001381 (2.04e-03)	F_508 (3.08E-04)	Y_63 (1.52E-06)	multicellularity
C_609	17	Q9Y2L8,Q8TBF4,Q8WU90,Q9C0E2,P08670,P46939,Q8N806,Q92995,Q15386,O43818,Q6I9Y2,Q86W42,Q13769,Q96J01,Q8NI27,Q96FV9,O94829	ZKSC5_HUMAN,ZCRB1_HUMAN,ZC3HF_HUMAN,XPO4_HUMAN,VIME_HUMAN,UTRO_HUMAN,UBR7_HUMAN,UBP13_HUMAN,UBE3C_HUMAN,U3IP2_HUMAN,THOC7_HUMAN,THOC6_HUMAN,THOC5_HUMAN,THOC3_HUMAN,THOC2_HUMAN,THOC1_HUMAN,IPO13_HUMAN	6	O43818,O94829,P08670,P46939,Q15386,Q8N806,Q8TBF4,Q8WU90,Q92995,Q9C0E2,Q9Y2L8,	Q13769,Q6I9Y2,Q86W42,Q8NI27,Q96FV9,Q96J01,	CORUM_770::TREX complex (1.94e-09)	-	PINdb_53::TREX Complex- transcription (1.79e-02)	HPRD_1274::in vitro (4.16e-04)	GO:0000346|transcription export complex (4.82e-08)	AM000042 (9.72e-10)	-	-	vertebrates
C_610	18	P22314,Q9NXH9,P54136,P47897,O43776,P56192,Q9P2J5,Q15046,P41252,P41250,P07814,P14868,P49588,P61758,O43324,P08243,Q13155,Q12904	UBA1_HUMAN,TRM1_HUMAN,SYRC_HUMAN,SYQ_HUMAN,SYNC_HUMAN,SYMC_HUMAN,SYLC_HUMAN,SYK_HUMAN,SYIC_HUMAN,SYG_HUMAN,SYEP_HUMAN,SYDC_HUMAN,SYAC_HUMAN,PFD3_HUMAN,MCA3_HUMAN,ASNS_HUMAN,AIMP2_HUMAN,AIMP1_HUMAN	12	O43776,P08243,P22314,P49588,P61758,Q9NXH9,	O43324,P07814,P14868,P41250,P41252,P47897,P54136,P56192,Q12904,Q13155,Q15046,Q9P2J5,	CORUM_3040::Multisynthetase complex (2.27e-20)	REACT_15869~aminoacyl-tRNA synthetase multienzyme complex [cytosol] (3.60e-19)	-	HPRD_63::in vitro (2.37e-17)	-	AM000272 (1.25e-16)	F_39 (1.90E-24)	Y_299 (4.25E-05)	Plants &Protists
C_611	20	Q5JSH3,Q00403,Q15560,Q99747,Q96E14,Q8WU10,Q99633,O95777,Q99707,Q9UK45,P62312,Q9Y4Y9,Q9Y4Z0,P62310,Q9Y333,Q8TDG4,Q3T8J9,Q8IWJ2,Q9NZN4,O60231	WDR44_HUMAN,TF2B_HUMAN,TCEA2_HUMAN,SNAG_HUMAN,RMI2_HUMAN,PYRD1_HUMAN,PRP18_HUMAN,NAA38_HUMAN,METH_HUMAN,LSM7_HUMAN,LSM6_HUMAN,LSM5_HUMAN,LSM4_HUMAN,LSM3_HUMAN,LSM2_HUMAN,HELQ_HUMAN,GON4L_HUMAN,GCC2_HUMAN,EHD2_HUMAN,DHX16_HUMAN	9	Q00403,Q15560,Q3T8J9,Q5JSH3,Q8IWJ2,Q8TDG4,Q8WU10,Q96E14,Q99707,Q99747,Q9NZN4,	O60231,O95777,P62310,P62312,Q99633,Q9UK45,Q9Y333,Q9Y4Y9,Q9Y4Z0,	CORUM_562::LSm2-8 complex (4.22e-12)	REACT_21014~Lsm1-7 Complex [cytosol] (2.97e-07)	-	HPRD_2390::in vivo (1.24e-10)	-	PM001428 (1.24e-04)	F_81 (2.71E-11)	Y_3 (9.33E-08)	multicellularity
C_612	20	Q02880,Q12824,Q6STE5,Q92925,Q96GM5,Q8TAQ2,Q92922,Q969G3,P51532,P51531,Q15291,Q8WUB8,O75376,Q9UGU5,Q92782,Q12830,Q9UIG0,Q8NFD5,O14497,O96019	TOP2B_HUMAN,SNF5_HUMAN,SMRD3_HUMAN,SMRD2_HUMAN,SMRD1_HUMAN,SMRC2_HUMAN,SMRC1_HUMAN,SMCE1_HUMAN,SMCA4_HUMAN,SMCA2_HUMAN,RBBP5_HUMAN,PHF10_HUMAN,NCOR1_HUMAN,HMGX4_HUMAN,DPF1_HUMAN,BPTF_HUMAN,BAZ1B_HUMAN,ARI1B_HUMAN,ARI1A_HUMAN,ACL6A_HUMAN	20	-	O14497,O75376,O96019,P51531,P51532,Q02880,Q12824,Q12830,Q15291,Q6STE5,Q8NFD5,Q8TAQ2,Q8WUB8,Q92782,Q92922,Q92925,Q969G3,Q96GM5,Q9UGU5,Q9UIG0,	CORUM_564::BAF complex (8.97e-20)	-	PINdb_84::SWI/SNF-A Complex- transcription (1.53e-13)	HPRD_1644::in vitro (2.92e-16)	GO:0071564|npBAF complex (4.84e-17)	AM000048 (1.05e-13)	F_2 (7.80E-07)	Y_35 (5.12E-07)	vertebrates
C_613	20	O75643,Q8IYB3,Q96DI7,P62318,P62316,P62314,O95905,P62304,P09234,P08621,P82909,P14678,Q6P2Q9,O94906,Q9UMS4,Q9Y312,Q9BZJ0,Q9NX63,O95400,P27695	U520_HUMAN,SRRM1_HUMAN,SNR40_HUMAN,SMD3_HUMAN,SMD2_HUMAN,SMD1_HUMAN,SGT1_HUMAN,RUXE_HUMAN,RU1C_HUMAN,RU17_HUMAN,RT36_HUMAN,RSMB_HUMAN,PRP8_HUMAN,PRP6_HUMAN,PRP19_HUMAN,CT004_HUMAN,CRNL1_HUMAN,CHCH3_HUMAN,CD2B2_HUMAN,APEX1_HUMAN	15	O95905,P27695,P82909,Q9NX63,Q9Y312,	O75643,O94906,O95400,P08621,P09234,P14678,P62304,P62314,P62316,P62318,Q6P2Q9,Q8IYB3,Q96DI7,Q9BZJ0,Q9UMS4,	CORUM_351::Spliceosome (2.10e-09)	REACT_2482~U5 snRNP [nucleoplasm] (3.90e-11)	-	HPRD_1505::in vitro and in vivo (6.46e-07)	GO:0005689|U12-type spliceosomal complex (3.09e-03)	AM002163 (3.66e-04)	F_23 (1.27E-06)	Y_3 (5.17E-19)	Fungi
C_614	20	Q70CQ2,Q15654,Q6ZVM7,Q04726,Q6YHU6,Q9Y6A5,O76070,P63165,Q93045,P42226,Q92783,P50225,O60232,Q9BYN0,Q9NZC9,O95486,O43865,Q9UBT2,O15355,Q9UNE7	UBP34_HUMAN,TRIP6_HUMAN,TM1L2_HUMAN,TLE3_HUMAN,THADA_HUMAN,TACC3_HUMAN,SYUG_HUMAN,SUMO1_HUMAN,STMN2_HUMAN,STAT6_HUMAN,STAM1_HUMAN,ST1A1_HUMAN,SSA27_HUMAN,SRXN1_HUMAN,SMAL1_HUMAN,SC24A_HUMAN,SAHH2_HUMAN,SAE2_HUMAN,PPM1G_HUMAN,CHIP_HUMAN	2	O15355,O43865,O60232,O76070,O95486,P42226,P50225,Q04726,Q15654,Q6YHU6,Q6ZVM7,Q70CQ2,Q92783,Q93045,Q9BYN0,Q9NZC9,Q9UNE7,Q9Y6A5,	P63165,Q9UBT2,	CORUM_5755::SUMO1-SUA1-UBA2 complex (4.77e-03)	-	-	-	-	-	-	-	vertebrates
C_615	20	Q9UBB9,Q9UPN7,Q96G25,O75586,Q9NPJ6,Q9NX70,Q9H204,Q6P2C8,O75448,Q15528,Q13503,Q9BUE0,Q9NVC6,Q9Y2X0,O60244,Q9UHV7,Q93074,Q9P086,Q9BTT4,Q15648	TFP11_HUMAN,PP6R1_HUMAN,MED8_HUMAN,MED6_HUMAN,MED4_HUMAN,MED29_HUMAN,MED28_HUMAN,MED27_HUMAN,MED24_HUMAN,MED22_HUMAN,MED21_HUMAN,MED18_HUMAN,MED17_HUMAN,MED16_HUMAN,MED14_HUMAN,MED13_HUMAN,MED12_HUMAN,MED11_HUMAN,MED10_HUMAN,MED1_HUMAN	18	Q9UBB9,Q9UPN7,	O60244,O75448,O75586,Q13503,Q15528,Q15648,Q6P2C8,Q93074,Q96G25,Q9BTT4,Q9BUE0,Q9H204,Q9NPJ6,Q9NVC6,Q9NX70,Q9P086,Q9UHV7,Q9Y2X0,	CORUM_230::Mediator complex (1.00e-26)	REACT_27330~Mediator Complex (consensus) [nucleoplasm] (8.03e-23)	PINdb_174::mMediator Complex- transcription (1.13e-16)	HPRD_1682::in vivo (6.88e-19)	GO:0016592|mediator complex (4.42e-18)	AM000090 (1.08e-16)	F_2 (4.88E-32)	-	vertebrates
C_616	30	O75152,Q9Y277,P52758,P11441,Q8TAP9,Q969X1,O43615,P04216,Q9Y4P3,Q01995,Q8IWZ8,O15400,Q9Y5M8,Q9BQ15,O60493,Q15637,O43819,Q9Y3A5,P82979,P09234,Q92665,Q96E11,Q96EL3,P29558,Q9P2N5,O60828,P30405,P23284,P22307,O95182	ZC11A_HUMAN,VDAC3_HUMAN,UK114_HUMAN,UBL4A_HUMAN,TTDN1_HUMAN,TMBI1_HUMAN,TIM44_HUMAN,THY1_HUMAN,TBL2_HUMAN,TAGL_HUMAN,SUGP1_HUMAN,STX7_HUMAN,SRPRB_HUMAN,SOSB1_HUMAN,SNX3_HUMAN,SF01_HUMAN,SCO2_HUMAN,SBDS_HUMAN,SARNP_HUMAN,RU1C_HUMAN,RT31_HUMAN,RRFM_HUMAN,RM53_HUMAN,RBMS1_HUMAN,RBM27_HUMAN,PQBP1_HUMAN,PPIF_HUMAN,PPIB_HUMAN,NLTP_HUMAN,NDUA7_HUMAN	4	O15400,O43615,O43819,O60493,O60828,O75152,O95182,P04216,P11441,P22307,P23284,P29558,P30405,P52758,P82979,Q01995,Q8IWZ8,Q8TAP9,Q969X1,Q96E11,Q9BQ15,Q9P2N5,Q9Y277,Q9Y3A5,Q9Y4P3,Q9Y5M8,	P09234,Q15637,Q92665,Q96EL3,	-	-	-	-	-	-	-	-	vertebrates
C_617	35	Q5BKZ1,Q86VM9,P04004,Q6EMK4,Q9BVJ6,Q01081,Q9BYV6,Q13595,Q9Y2W1,Q13641,P10646,Q12789,O15260,Q16629,Q13243,Q05519,O75494,Q9Y5B9,P18583,Q53GS9,Q2TAY7,O43175,Q16181,Q15019,O00422,Q15424,P06702,Q13123,Q9Y3B4,Q92542,Q12857,P43246,Q9NR30,P41223,Q9H2P0	ZN326_HUMAN,ZCH18_HUMAN,VTNC_HUMAN,VASN_HUMAN,UT14A_HUMAN,U2AF1_HUMAN,TRI55_HUMAN,TRA2A_HUMAN,TR150_HUMAN,TPBG_HUMAN,TFPI1_HUMAN,TF3C1_HUMAN,SURF4_HUMAN,SRSF7_HUMAN,SRSF5_HUMAN,SRS11_HUMAN,SRS10_HUMAN,SP16H_HUMAN,SON_HUMAN,SNUT2_HUMAN,SMU1_HUMAN,SERA_HUMAN,SEPT7_HUMAN,SEPT2_HUMAN,SAP18_HUMAN,SAFB1_HUMAN,S10A9_HUMAN,RED_HUMAN,PM14_HUMAN,NICA_HUMAN,NFIA_HUMAN,MSH2_HUMAN,DDX21_HUMAN,BUD31_HUMAN,ADNP_HUMAN	13	O00422,O15260,O43175,O75494,P04004,P06702,P10646,P18583,P43246,Q12789,Q12857,Q13595,Q13641,Q15424,Q5BKZ1,Q6EMK4,Q86VM9,Q92542,Q9BVJ6,Q9BYV6,Q9H2P0,Q9Y5B9,	P41223,Q01081,Q05519,Q13123,Q13243,Q15019,Q16181,Q16629,Q2TAY7,Q53GS9,Q9NR30,Q9Y2W1,Q9Y3B4,	CORUM_1345::Septin complex (4.10e-02)	REACT_5827~3-polyadenylated, capped mRNA complex [nucleoplasm] (3.65e-02)	-	HPRD_2376::in vivo (4.05e-02)	-	AM000486 (9.22e-03)	F_285 (4.34E-03)	Y_64 (4.97E-05)	vertebrates
C_618	38	Q15029,O75643,P26368,Q01081,O75962,P53999,Q9HCS7,Q07955,O75934,O43290,P09012,P62318,P62316,P62314,Q9BWJ5,Q15427,Q15393,Q13435,O75533,Q12874,Q15428,Q15459,P08579,P09661,P08621,O43395,Q6P2Q9,O94906,O43172,Q8WWY3,Q9UMS4,Q9Y3B4,O43660,Q7RTV0,Q86TB9,P13473,Q9ULR0,Q99459	U5S1_HUMAN,U520_HUMAN,U2AF2_HUMAN,U2AF1_HUMAN,TRIO_HUMAN,TCP4_HUMAN,SYF1_HUMAN,SRSF1_HUMAN,SPF27_HUMAN,SNUT1_HUMAN,SNRPA_HUMAN,SMD3_HUMAN,SMD2_HUMAN,SMD1_HUMAN,SF3B5_HUMAN,SF3B4_HUMAN,SF3B3_HUMAN,SF3B2_HUMAN,SF3B1_HUMAN,SF3A3_HUMAN,SF3A2_HUMAN,SF3A1_HUMAN,RU2B_HUMAN,RU2A_HUMAN,RU17_HUMAN,PRPF3_HUMAN,PRP8_HUMAN,PRP6_HUMAN,PRP4_HUMAN,PRP31_HUMAN,PRP19_HUMAN,PM14_HUMAN,PLRG1_HUMAN,PHF5A_HUMAN,PATL1_HUMAN,LAMP2_HUMAN,ISY1_HUMAN,CDC5L_HUMAN	34	O75962,P13473,P53999,Q86TB9,	O43172,O43290,O43395,O43660,O75533,O75643,O75934,O94906,P08579,P08621,P09012,P09661,P26368,P62314,P62316,P62318,Q01081,Q07955,Q12874,Q13435,Q15029,Q15393,Q15427,Q15428,Q15459,Q6P2Q9,Q7RTV0,Q8WWY3,Q99459,Q9BWJ5,Q9HCS7,Q9ULR0,Q9UMS4,Q9Y3B4,	CORUM_351::Spliceosome (6.92e-23)	REACT_3239~intron-containing complex [nucleoplasm] (1.50e-18)	-	HPRD_2322::in vivo (1.99e-12)	GO:0005681|spliceosomal complex (1.31e-12)	AM002163 (9.34e-09)	F_23 (6.83E-08)	Y_3 (2.01E-39)	Fungi
C_619	41	Q2NL82,Q53S58,Q9BQC6,P82933,P62269,Q7Z7F7,Q86TS9,Q4U2R6,Q8N5N7,Q9BRJ2,Q9H9J2,Q9Y6G3,Q8IXM3,Q9NQ50,Q9NYK5,Q96DV4,Q9BZE1,Q9BYC8,Q96A35,Q16540,Q7Z2W9,P49406,Q9NX20,Q9P015,Q6P1L8,Q9BYD1,P52815,Q9Y3B7,Q7Z7H8,Q9BYD2,Q9BYD3,P09001,Q5T653,Q9BVG9,Q8WWI1,Q07666,P05783,Q14197,O43390,P07910,Q96DZ1	TSR1_HUMAN,TM177_HUMAN,RT63_HUMAN,RT09_HUMAN,RS18_HUMAN,RM55_HUMAN,RM52_HUMAN,RM51_HUMAN,RM50_HUMAN,RM45_HUMAN,RM44_HUMAN,RM42_HUMAN,RM41_HUMAN,RM40_HUMAN,RM39_HUMAN,RM38_HUMAN,RM37_HUMAN,RM32_HUMAN,RM24_HUMAN,RM23_HUMAN,RM21_HUMAN,RM19_HUMAN,RM16_HUMAN,RM15_HUMAN,RM14_HUMAN,RM13_HUMAN,RM12_HUMAN,RM11_HUMAN,RM10_HUMAN,RM09_HUMAN,RM04_HUMAN,RM03_HUMAN,RM02_HUMAN,PTSS2_HUMAN,LMO7_HUMAN,KHDR1_HUMAN,K1C18_HUMAN,ICT1_HUMAN,HNRPR_HUMAN,HNRPC_HUMAN,ERLEC_HUMAN	31	P05783,P62269,Q07666,Q14197,Q2NL82,Q53S58,Q8WWI1,Q96DZ1,Q9BQC6,Q9BVG9,	O43390,P07910,P09001,P49406,P52815,P82933,Q16540,Q4U2R6,Q5T653,Q6P1L8,Q7Z2W9,Q7Z7F7,Q7Z7H8,Q86TS9,Q8IXM3,Q8N5N7,Q96A35,Q96DV4,Q9BRJ2,Q9BYC8,Q9BYD1,Q9BYD2,Q9BYD3,Q9BZE1,Q9H9J2,Q9NQ50,Q9NX20,Q9NYK5,Q9P015,Q9Y3B7,Q9Y6G3,	CORUM_324::39S ribosomal subunit, mitochondrial (5.83e-31)	-	-	-	-	PM000899 (1.98e-11)	F_52 (1.65E-03)	Y_4 (4.21E-10)	vertebrates
C_620	41	Q96A49,O95905,P61289,Q9UL46,Q06323,P48556,Q15008,Q16401,P55036,O43242,Q13200,Q99460,O00487,P51665,Q9UNM6,O00232,O00231,O75832,P28062,Q99436,P28072,P28074,P28070,P49720,P49721,P40306,P20618,Q8TAA3,O14818,P60900,P28066,P25789,P25788,P25787,P25786,P62195,P35998,P43686,P17980,P62191,P62333	SYAP1_HUMAN,SGT1_HUMAN,PSME3_HUMAN,PSME2_HUMAN,PSME1_HUMAN,PSMD8_HUMAN,PSMD6_HUMAN,PSMD5_HUMAN,PSMD4_HUMAN,PSMD3_HUMAN,PSMD2_HUMAN,PSMD1_HUMAN,PSDE_HUMAN,PSD7_HUMAN,PSD13_HUMAN,PSD12_HUMAN,PSD11_HUMAN,PSD10_HUMAN,PSB8_HUMAN,PSB7_HUMAN,PSB6_HUMAN,PSB5_HUMAN,PSB4_HUMAN,PSB3_HUMAN,PSB2_HUMAN,PSB10_HUMAN,PSB1_HUMAN,PSA7L_HUMAN,PSA7_HUMAN,PSA6_HUMAN,PSA5_HUMAN,PSA4_HUMAN,PSA3_HUMAN,PSA2_HUMAN,PSA1_HUMAN,PRS8_HUMAN,PRS7_HUMAN,PRS6B_HUMAN,PRS6A_HUMAN,PRS4_HUMAN,PRS10_HUMAN	39	O95905,Q96A49,	O00231,O00232,O00487,O14818,O43242,O75832,P17980,P20618,P25786,P25787,P25788,P25789,P28062,P28066,P28070,P28072,P28074,P35998,P40306,P43686,P48556,P49720,P49721,P51665,P55036,P60900,P61289,P62191,P62195,P62333,Q06323,Q13200,Q15008,Q16401,Q8TAA3,Q99436,Q99460,Q9UL46,Q9UNM6,	CORUM_193::PA700-20S-PA28 complex (1.01e-56)	REACT_2353~26S proteasome [cytosol] (1.87e-58)	PINdb_214::DSS1 Complex- RNA processing (2.50e-07)	HPRD_2967::in vivo (3.07e-24)	GO:0000502|proteasome complex (8.44e-19)	AM000159 (6.82e-23)	F_4 (1.66E-63)	Y_7 (7.33E-34)	Fungi
C_621	42	Q15942,O95218,O75312,Q96K21,P46937,O75351,O75436,Q16864,P21281,Q93008,Q9C0B0,P61960,Q9Y3C8,P15374,O94888,Q04323,Q9NRR5,Q9UMX0,Q70CQ2,Q96S82,O95155,O00762,P63146,P49459,Q15819,Q13404,P68036,P62837,P51668,P04818,Q14166,Q8N5M4,Q99614,Q15654,A6NL28,O75347,Q9Y6A5,P50225,O60232,Q9BYN0,O43865,Q9UBT2	ZYX_HUMAN,ZRAB2_HUMAN,ZPR1_HUMAN,ZFY19_HUMAN,YAP1_HUMAN,VPS4B_HUMAN,VP26A_HUMAN,VATF_HUMAN,VATB2_HUMAN,USP9X_HUMAN,UNK_HUMAN,UFM1_HUMAN,UFC1_HUMAN,UCHL3_HUMAN,UBXN7_HUMAN,UBXN1_HUMAN,UBQL4_HUMAN,UBQL1_HUMAN,UBP34_HUMAN,UBL7_HUMAN,UBE4B_HUMAN,UBE2C_HUMAN,UBE2B_HUMAN,UBE2A_HUMAN,UB2V2_HUMAN,UB2V1_HUMAN,UB2L3_HUMAN,UB2D2_HUMAN,UB2D1_HUMAN,TYSY_HUMAN,TTL12_HUMAN,TTC9C_HUMAN,TTC1_HUMAN,TRIP6_HUMAN,TPM3L_HUMAN,TBCA_HUMAN,TACC3_HUMAN,ST1A1_HUMAN,SSA27_HUMAN,SRXN1_HUMAN,SAHH2_HUMAN,SAE2_HUMAN	11	A6NL28,O43865,O60232,O75312,O75347,O75351,O75436,O94888,O95218,P04818,P15374,P46937,P50225,P61960,Q04323,Q14166,Q15654,Q15942,Q70CQ2,Q8N5M4,Q93008,Q96K21,Q96S82,Q99614,Q9BYN0,Q9C0B0,Q9NRR5,Q9UBT2,Q9UMX0,Q9Y3C8,Q9Y6A5,	O00762,O95155,P21281,P49459,P51668,P62837,P63146,P68036,Q13404,Q15819,Q16864,	-	REACT_76303~Ubiquitin:E2 conjugating enzymes [cytosol] (8.36e-04)	-	-	-	AM000533 (1.31e-02)	-	-	multicellularity
